node,attribute,degree,edge,edge_degree,target,attribute,degree
Missense,Missense,4228,hasWildTypeResidue,143,I,WildTypeResidue,606
Missense,Missense,4228,hasWildTypeResidue,274,V,WildTypeResidue,844
CodingSilent,CodingSilent,1101,hasWildTypeResidue,86,V,WildTypeResidue,844
CodingSilent,CodingSilent,1101,hasWildTypeResidue,81,G,WildTypeResidue,799
CodingSilent,CodingSilent,1101,hasWildTypeResidue,108,S,WildTypeResidue,927
ComplexInsertionInframe,ComplexInsertionInframe,50,hasWildTypeResidue,50,None,WildTypeResidue,2988
DeletionInframe,DeletionInframe,109,implicatedIn,6,Cancer-carcinoma_papillary_carcinoma,Cancer,69
ComplexDeletionInframe,ComplexDeletionInframe,168,implicatedIn,5,Cancer-carcinoma_papillary_carcinoma,Cancer,69
Missense,Missense,4228,implicatedIn,12,Cancer-carcinoma_luminal_NS_carcinoma,Cancer,50
CodingSilent,CodingSilent,1101,implicatedIn,1,Cancer-lymphoid_neoplasm_plasma_cell_myeloma,Cancer,88
Missense,Missense,4228,implicatedIn,16,Cancer-carcinoma_papillary_carcinoma,Cancer,69
CodingSilent,CodingSilent,1101,implicatedIn,3,Cancer-carcinoma_papillary_carcinoma,Cancer,69
InsertionInframe,InsertionInframe,435,implicatedIn,90,Cancer-carcinoma_adenocarcinoma,Cancer,2859
InsertionInframe,InsertionInframe,435,implicatedIn,2,Cancer-glioma_astrocytoma_Grade_I,Cancer,23
InsertionInframe,InsertionInframe,435,implicatedIn,1,Cancer-other_ganglioglioma,Cancer,14
CodingSilent,CodingSilent,1101,implicatedIn,404,Cancer-carcinoma_adenocarcinoma,Cancer,2859
DeletionInframe,DeletionInframe,109,implicatedIn,1,Cancer-carcinoma_serous_carcinoma,Cancer,166
ComplexInsertionInframe,ComplexInsertionInframe,50,implicatedIn,3,Cancer-carcinoma_papillary_carcinoma,Cancer,69
Human_BRAF,Gene,54776,associatedWith,6,Cancer-atypical_teratoid-rhabdoid_tumour_NS,Cancer,22
Human_EGFR,Gene,55467,associatedWith,6,Cancer-carcinoma_mixed_small_cell_carcinoma-adenocarcinoma,Cancer,12
Human_BRAF,Gene,54776,associatedWith,6,Cancer-glioma_astrocytoma_Grade_II,Cancer,45
Human_EGFR,Gene,55467,associatedWith,6,Cancer-glioma_astrocytoma_Grade_II,Cancer,45
Human_ATM,Gene,30045,associatedWith,6,Cancer-glioma_astrocytoma_Grade_II,Cancer,45
Human_BRAF,Gene,54776,associatedWith,6,Cancer-malignant_melanoma_in_situ_melanotic_neoplasm,Cancer,13
Human_BRAF,Gene,54776,associatedWith,6,Cancer-other_chronic_pancreatitis,Cancer,10
Human_BRAF,Gene,54776,associatedWith,6,Cancer-other_dysplasia-in_situ_neoplasm,Cancer,24
Human_ATM,Gene,30045,associatedWith,6,Cancer-other_dysplasia-in_situ_neoplasm,Cancer,24
Human_BRAF,Gene,54776,associatedWith,6,Cancer-other_nasal_polyp,Cancer,12
Human_BRAF,Gene,54776,associatedWith,6,Cancer-other_nevus_sebaceous,Cancer,10
Human_BRAF,Gene,54776,hasMutation,17,Nonsense,Nonsense,393
Human_BRAF,Gene,54776,hasMutation,33,OtherMutation,OtherMutation,406
Human_BRAF,Gene,54776,associatedWith,6,Cancer-adenoma-nodule-goitre_NS,Cancer,14
Human_BRAF,Gene,54776,associatedWith,6,Cancer-carcinoma_Hurthle_cell_carcinoma,Cancer,10
Human_BRAF,Gene,54776,associatedWith,6,Cancer-carcinoma_in_situ_ductal_carcinoma_in_situ,Cancer,10
Human_EGFR,Gene,55467,associatedWith,6,Cancer-carcinoma_lymphoepithelioma_like_carcinoma,Cancer,23
Human_BRAF,Gene,54776,associatedWith,6,Cancer-carcinoma_transitional_cell_carcinoma,Cancer,79
Human_EGFR,Gene,55467,associatedWith,6,Cancer-carcinoma_transitional_cell_carcinoma,Cancer,79
Human_ATM,Gene,30045,associatedWith,6,Cancer-carcinoma_transitional_cell_carcinoma,Cancer,79
Human_BRAF,Gene,54776,associatedWith,6,Cancer-germ_cell_tumour_yolk_sac_tumour,Cancer,20
Human_BRAF,Gene,54776,associatedWith,6,Cancer-glioma_oligodendroglioma_Grade_III,Cancer,23
Human_EGFR,Gene,55467,associatedWith,6,Cancer-glioma_oligodendroglioma_Grade_III,Cancer,23
Human_BRAF,Gene,54776,associatedWith,6,Cancer-malignant_melanoma_desmoplastic,Cancer,21
Human_ATM,Gene,30045,associatedWith,6,Cancer-malignant_melanoma_desmoplastic,Cancer,21
Human_EGFR,Gene,55467,associatedWith,6,Cancer-other_hyperplasia,Cancer,23
Human_BRAF,Gene,54776,associatedWith,6,Cancer-serrated_polyp_serrated_fibroblastic_polyp-intramucosal_perineurioma,Cancer,11
Human_EGFR,Gene,55467,associatedWith,6,Cancer-thymoma_NS,Cancer,13
Human_BRAF,Gene,54776,associatedWith,6,Cancer-benign_melanocytic_nevus_intradermal,Cancer,15
Human_ATM,Gene,30045,associatedWith,6,Cancer-haematopoietic_neoplasm_myelofibrosis,Cancer,21
Cancer-atypical_teratoid-rhabdoid_tumour_NS,Cancer,22,hasHistologySubType,2,NS,HistologySubType,113
Cancer-glioma_astrocytoma_Grade_II,Cancer,45,hasHistologySubType,4,astrocytoma_Grade_II,HistologySubType,4
Cancer-other_dysplasia-in_situ_neoplasm,Cancer,24,hasHistologySubType,2,dysplasia-in_situ_neoplasm,HistologySubType,2
Cancer-adenoma-nodule-goitre_NS,Cancer,14,hasHistologySubType,1,NS,HistologySubType,113
Cancer-carcinoma_transitional_cell_carcinoma,Cancer,79,hasHistologySubType,5,transitional_cell_carcinoma,HistologySubType,5
Cancer-germ_cell_tumour_yolk_sac_tumour,Cancer,20,hasHistologySubType,2,yolk_sac_tumour,HistologySubType,2
Cancer-glioma_oligodendroglioma_Grade_III,Cancer,23,hasHistologySubType,2,oligodendroglioma_Grade_III,HistologySubType,2
Cancer-malignant_melanoma_desmoplastic,Cancer,21,hasHistologySubType,2,desmoplastic,HistologySubType,2
Cancer-other_hyperplasia,Cancer,23,hasHistologySubType,1,hyperplasia,HistologySubType,2
Cancer-thymoma_NS,Cancer,13,hasHistologySubType,1,NS,HistologySubType,113
Missense,Missense,4228,hasMutantType,13,?,MutantType,17
Nonsense,Nonsense,393,hasMutantType,393,*,MutantType,399
OtherMutation,OtherMutation,406,hasMutantType,406,None,MutantType,2988
Missense,Missense,4228,hasMutantType,245,I,MutantType,606
Nonsense,Nonsense,393,hasMutationDescription,393,Substitution - Nonsense,MutationDescription,393
OtherMutation,OtherMutation,406,hasMutationDescription,397,Unknown,MutationDescription,397
Nonsense,Nonsense,393,hasMutationZygosity,299,Nonsense,Nonsense,393
OtherMutation,OtherMutation,406,hasMutationZygosity,343,OtherMutation,OtherMutation,406
ComplexDeletionInframe,ComplexDeletionInframe,168,hasMutationZygosity,13,het,MutationZygosity,1420
ComplexInsertionInframe,ComplexInsertionInframe,50,hasMutationZygosity,39,ComplexInsertionInframe,ComplexInsertionInframe,50
Missense,Missense,4228,hasPKAEndLocation,16,187,PKAEndLocation,32
Missense,Missense,4228,hasPKAEndLocation,4,54,PKAEndLocation,10
Missense,Missense,4228,hasPKAEndLocation,18,56,PKAEndLocation,42
Nonsense,Nonsense,393,hasPKAEndLocation,1,198,PKAEndLocation,4
CodingSilent,CodingSilent,1101,hasPKAEndLocation,1,47,PKAEndLocation,8
Missense,Missense,4228,hasPKAEndLocation,25,192,PKAEndLocation,54
OtherMutation,OtherMutation,406,hasPKAEndLocation,406,0,PKAEndLocation,11996
Missense,Missense,4228,hasPKAEndLocation,11,190,PKAEndLocation,32
Missense,Missense,4228,hasPKAEndLocation,6,165,PKAEndLocation,14
Missense,Missense,4228,hasPKAResidue,106,G,PKAResidue,799
Missense,Missense,4228,hasPKAResidue,31,S,PKAResidue,927
Nonsense,Nonsense,393,hasPKAResidue,2,T,PKAResidue,613
CodingSilent,CodingSilent,1101,hasPKAResidue,11,I,PKAResidue,606
Missense,Missense,4228,hasPKAResidue,59,V,PKAResidue,844
OtherMutation,OtherMutation,406,hasPKAResidue,406,Z,PKAResidue,5998
Missense,Missense,4228,hasPKAResidue,86,K,PKAResidue,615
Missense,Missense,4228,hasPKAResidue,30,Y,PKAResidue,445
Missense,Missense,4228,hasPKAStartLocation,16,187,PKAStartLocation,32
Missense,Missense,4228,hasPKAStartLocation,4,54,PKAStartLocation,10
Missense,Missense,4228,hasPKAStartLocation,18,56,PKAStartLocation,42
Nonsense,Nonsense,393,hasPKAStartLocation,1,198,PKAStartLocation,4
CodingSilent,CodingSilent,1101,hasPKAStartLocation,1,47,PKAStartLocation,8
Missense,Missense,4228,hasPKAStartLocation,25,192,PKAStartLocation,54
OtherMutation,OtherMutation,406,hasPKAStartLocation,406,0,PKAStartLocation,11996
Missense,Missense,4228,hasPKAStartLocation,11,190,PKAStartLocation,32
Missense,Missense,4228,hasPKAStartLocation,6,165,PKAStartLocation,14
Cancer-atypical_teratoid-rhabdoid_tumour_NS,Cancer,22,hasPrimaryHistology,2,atypical_teratoid-rhabdoid_tumour,PrimaryHistology,2
Cancer-carcinoma_mixed_small_cell_carcinoma-adenocarcinoma,Cancer,12,hasPrimaryHistology,1,carcinoma,PrimaryHistology,209
Cancer-glioma_astrocytoma_Grade_II,Cancer,45,hasPrimaryHistology,4,glioma,PrimaryHistology,38
Cancer-malignant_melanoma_in_situ_melanotic_neoplasm,Cancer,13,hasPrimaryHistology,1,malignant_melanoma,PrimaryHistology,27
Cancer-other_chronic_pancreatitis,Cancer,10,hasPrimaryHistology,1,other,PrimaryHistology,30
Cancer-other_dysplasia-in_situ_neoplasm,Cancer,24,hasPrimaryHistology,2,other,PrimaryHistology,30
Cancer-other_nasal_polyp,Cancer,12,hasPrimaryHistology,1,other,PrimaryHistology,30
Cancer-other_nevus_sebaceous,Cancer,10,hasPrimaryHistology,1,other,PrimaryHistology,30
Cancer-carcinoma_Hurthle_cell_carcinoma,Cancer,10,hasPrimaryHistology,1,carcinoma,PrimaryHistology,209
Cancer-carcinoma_lymphoepithelioma_like_carcinoma,Cancer,23,hasPrimaryHistology,1,carcinoma,PrimaryHistology,209
Cancer-carcinoma_transitional_cell_carcinoma,Cancer,79,hasPrimaryHistology,5,carcinoma,PrimaryHistology,209
Cancer-germ_cell_tumour_yolk_sac_tumour,Cancer,20,hasPrimaryHistology,2,germ_cell_tumour,PrimaryHistology,8
Cancer-glioma_oligodendroglioma_Grade_III,Cancer,23,hasPrimaryHistology,2,glioma,PrimaryHistology,38
Cancer-malignant_melanoma_desmoplastic,Cancer,21,hasPrimaryHistology,2,malignant_melanoma,PrimaryHistology,27
Cancer-other_hyperplasia,Cancer,23,hasPrimaryHistology,1,other,PrimaryHistology,30
Cancer-serrated_polyp_serrated_fibroblastic_polyp-intramucosal_perineurioma,Cancer,11,hasPrimaryHistology,1,serrated_polyp,PrimaryHistology,5
Cancer-thymoma_NS,Cancer,13,hasPrimaryHistology,1,thymoma,PrimaryHistology,2
Cancer-benign_melanocytic_nevus_intradermal,Cancer,15,hasPrimaryHistology,1,benign_melanocytic_nevus,PrimaryHistology,10
Cancer-atypical_teratoid-rhabdoid_tumour_NS,Cancer,22,hasPrimaryName,2,atypical_teratoid-rhabdoid_tumour_NS,PrimaryName,2
Cancer-glioma_astrocytoma_Grade_II,Cancer,45,hasPrimaryName,4,glioma_astrocytoma_Grade_II,PrimaryName,4
Cancer-other_dysplasia-in_situ_neoplasm,Cancer,24,hasPrimaryName,2,other_dysplasia-in_situ_neoplasm,PrimaryName,2
Cancer-carcinoma_transitional_cell_carcinoma,Cancer,79,hasPrimaryName,5,carcinoma_transitional_cell_carcinoma,PrimaryName,5
Cancer-germ_cell_tumour_yolk_sac_tumour,Cancer,20,hasPrimaryName,2,germ_cell_tumour_yolk_sac_tumour,PrimaryName,2
Cancer-glioma_oligodendroglioma_Grade_III,Cancer,23,hasPrimaryName,2,glioma_oligodendroglioma_Grade_III,PrimaryName,2
Cancer-malignant_melanoma_desmoplastic,Cancer,21,hasPrimaryName,2,malignant_melanoma_desmoplastic,PrimaryName,2
Missense,Missense,4228,hasWildTypeResidue,516,R,WildTypeResidue,1117
Missense,Missense,4228,hasWildTypeResidue,294,S,WildTypeResidue,927
Nonsense,Nonsense,393,hasWildTypeResidue,75,Q,WildTypeResidue,460
OtherMutation,OtherMutation,406,hasWildTypeResidue,406,None,WildTypeResidue,2988
Missense,Missense,4228,hasWildTypeResidue,97,H,WildTypeResidue,388
Missense,Missense,4228,implicatedIn,1,Cancer-other_nevus_sebaceous,Cancer,10
Missense,Missense,4228,implicatedIn,4,Cancer-malignant_melanoma_in_situ_melanotic_neoplasm,Cancer,13
Missense,Missense,4228,implicatedIn,23,Cancer-malignant_melanoma_superficial_spreading,Cancer,46
Nonsense,Nonsense,393,implicatedIn,1,Cancer-carcinoma_papillary_carcinoma,Cancer,69
CodingSilent,CodingSilent,1101,implicatedIn,1,Cancer-other_nasal_polyp,Cancer,12
DeletionInframe,DeletionInframe,109,implicatedIn,58,Cancer-carcinoma_adenocarcinoma,Cancer,2859
OtherMutation,OtherMutation,406,implicatedIn,155,Cancer-carcinoma_adenocarcinoma,Cancer,2859
Missense,Missense,4228,implicatedIn,7,Cancer-NS_NS,Cancer,78
Missense,Missense,4228,implicatedIn,293,Cancer-carcinoma_endometrioid_carcinoma,Cancer,536
Human_BRAF,Gene,54776,associatedWith,6,Cancer-lentigo_NS,Cancer,10
Human_EGFR,Gene,55467,associatedWith,6,Cancer-osteosarcoma_NS,Cancer,33
Human_EGFR,Gene,55467,hasFunctionalFeature,6,Human_EGFR-ModifiedResidue-10,ModifiedResidue,7
Human_EGFR,Gene,55467,hasFunctionalFeature,6,Human_EGFR-ModifiedResidue-11,ModifiedResidue,7
Human_EGFR,Gene,55467,hasFunctionalFeature,6,Human_EGFR-ModifiedResidue-12,ModifiedResidue,7
Human_EGFR,Gene,55467,hasFunctionalFeature,6,Human_EGFR-ModifiedResidue-13,ModifiedResidue,7
Human_EGFR,Gene,55467,hasFunctionalFeature,6,Human_EGFR-ModifiedResidue-14,ModifiedResidue,7
Human_EGFR,Gene,55467,hasFunctionalFeature,6,Human_EGFR-ModifiedResidue-15,ModifiedResidue,7
Human_EGFR,Gene,55467,hasFunctionalFeature,6,Human_EGFR-ModifiedResidue-16,ModifiedResidue,7
Human_EGFR,Gene,55467,hasFunctionalFeature,6,Human_EGFR-ModifiedResidue-17,ModifiedResidue,7
Human_EGFR,Gene,55467,hasFunctionalFeature,6,Human_EGFR-ModifiedResidue-18,ModifiedResidue,7
Human_EGFR,Gene,55467,hasFunctionalFeature,6,Human_EGFR-ModifiedResidue-19,ModifiedResidue,7
Human_EGFR,Gene,55467,hasFunctionalFeature,6,Human_EGFR-ModifiedResidue-20,ModifiedResidue,7
Human_EGFR,Gene,55467,hasFunctionalFeature,6,Human_EGFR-ModifiedResidue-21,ModifiedResidue,7
Human_EGFR,Gene,55467,hasFunctionalFeature,6,Human_EGFR-ModifiedResidue-22,ModifiedResidue,7
Human_BRAF,Gene,54776,associatedWith,6,Cancer-adenoma_serous,Cancer,10
Human_EGFR,Gene,55467,hasFunctionalFeature,5,Human_EGFR-signalpeptide,SignalPeptide,5
Human_EGFR,Gene,55467,associatedWith,6,Cancer-carcinoma_oncocytic_adenocarcinoma,Cancer,11
Human_BRAF,Gene,54776,associatedWith,6,Cancer-malignant_melanoma_vertical_growth_phase,Cancer,19
Human_BRAF,Gene,54776,associatedWith,6,Cancer-malignant_peripheral_nerve_sheath_tumour_NS,Cancer,10
Human_EGFR,Gene,55467,associatedWith,6,Cancer-carcinoma_giant_cell_carcinoma,Cancer,12
Human_BRAF,Gene,54776,associatedWith,6,Cancer-carcinoma_mixed_intestinal_and_diffuse_adenocarcinoma-unclassifiable,Cancer,55
Human_EGFR,Gene,55467,associatedWith,6,Cancer-carcinoma_mixed_intestinal_and_diffuse_adenocarcinoma-unclassifiable,Cancer,55
Human_ATM,Gene,30045,associatedWith,6,Cancer-carcinoma_mixed_intestinal_and_diffuse_adenocarcinoma-unclassifiable,Cancer,55
Human_EGFR,Gene,55467,associatedWith,6,Cancer-mesothelioma_NS,Cancer,19
Human_EGFR,Gene,55467,associatedWith,6,Cancer-carcinoma_carcinosarcoma,Cancer,11
Human_BRAF,Gene,54776,associatedWith,6,Cancer-carcinoma_mixed_papillary_and_follicular_carcinoma,Cancer,10
Human_BRAF,Gene,54776,associatedWith,6,Cancer-liposarcoma_NS,Cancer,10
Human_BRAF,Gene,54776,associatedWith,6,Cancer-germ_cell_tumour_seminoma,Cancer,10
Human_EGFR,Gene,55467,associatedWith,6,Cancer-synovial_sarcoma_monophasic,Cancer,10
Human_EGFR,Gene,55467,associatedWith,6,Cancer-carcinoma_terminal_respiratory_unit_type_adenocarcinoma,Cancer,14
Human_BRAF,Gene,54776,associatedWith,6,Cancer-glioma_gliosarcoma,Cancer,11
Human_BRAF,Gene,54776,associatedWith,6,Cancer-malignant_melanoma_radial_growth_phase,Cancer,10
Human_EGFR,Gene,55467,associatedWith,6,Cancer-carcinoma_blastoma,Cancer,10
Human_BRAF,Gene,54776,associatedWith,6,Cancer-chronic_thyroiditis_Hashimotos_thyroiditis,Cancer,10
Human_BRAF,Gene,54776,associatedWith,6,Cancer-glioma_astrocytoma,Cancer,22
Human_EGFR,Gene,55467,associatedWith,6,Cancer-glioma_astrocytoma,Cancer,22
Human_EGFR,Gene,55467,associatedWith,6,Cancer-liposarcoma_myxoid-round_cell,Cancer,10
Human_BRAF,Gene,54776,associatedWith,6,Cancer-low_malignant_potential_(borderline)_tumour_serous,Cancer,15
Human_BRAF,Gene,54776,associatedWith,6,Cancer-other_ameloblastoma,Cancer,12
Human_BRAF,Gene,54776,associatedWith,6,Cancer-other_atypical_Spitzoid_tumour,Cancer,11
Human_BRAF,Gene,54776,associatedWith,6,Cancer-synovial_sarcoma_NS,Cancer,10
Human_BRAF,Gene,54776,hasMutation,6,DeletionFrameshift,DeletionFrameshift,225
Human_BRAF,Gene,54776,associatedWith,6,Cancer-germ_cell_tumour_embryonal_carcinoma,Cancer,10
Human_EGFR,Gene,55467,associatedWith,6,Cancer-glioma_oligoastrocytoma_Grade_III,Cancer,21
Human_ATM,Gene,30045,associatedWith,6,Cancer-glioma_oligoastrocytoma_Grade_III,Cancer,21
Human_BRAF,Gene,54776,associatedWith,6,Cancer-malignant_melanoma_rhabdoid,Cancer,10
Cancer-haematopoietic_neoplasm_myelofibrosis,Cancer,21,hasHistologySubType,2,myelofibrosis,HistologySubType,2
Cancer-lentigo_NS,Cancer,10,hasHistologySubType,1,NS,HistologySubType,113
Cancer-osteosarcoma_NS,Cancer,33,hasHistologySubType,3,NS,HistologySubType,113
Cancer-adenoma_serous,Cancer,10,hasHistologySubType,1,serous,HistologySubType,2
Cancer-malignant_peripheral_nerve_sheath_tumour_NS,Cancer,10,hasHistologySubType,1,NS,HistologySubType,113
Cancer-carcinoma_mixed_intestinal_and_diffuse_adenocarcinoma-unclassifiable,Cancer,55,hasHistologySubType,5,mixed_intestinal_and_diffuse_adenocarcinoma-unclassifiable,HistologySubType,5
Cancer-mesothelioma_NS,Cancer,19,hasHistologySubType,1,NS,HistologySubType,113
Cancer-liposarcoma_NS,Cancer,10,hasHistologySubType,1,NS,HistologySubType,113
Cancer-glioma_astrocytoma,Cancer,22,hasHistologySubType,2,astrocytoma,HistologySubType,2
Cancer-low_malignant_potential_(borderline)_tumour_serous,Cancer,15,hasHistologySubType,1,serous,HistologySubType,2
Cancer-synovial_sarcoma_NS,Cancer,10,hasHistologySubType,1,NS,HistologySubType,113
Cancer-glioma_oligoastrocytoma_Grade_III,Cancer,21,hasHistologySubType,2,oligoastrocytoma_Grade_III,HistologySubType,2
Human_EGFR-ModifiedResidue-10,ModifiedResidue,7,hasModifiedResidueType,1,Phosphothreonine,ModifiedResidueType,3
Human_EGFR-ModifiedResidue-11,ModifiedResidue,7,hasModifiedResidueType,1,Phosphoserine,ModifiedResidueType,29
Human_EGFR-ModifiedResidue-12,ModifiedResidue,7,hasModifiedResidueType,1,Phosphoserine,ModifiedResidueType,29
Human_EGFR-ModifiedResidue-13,ModifiedResidue,7,hasModifiedResidueType,1,Phosphotyrosine,ModifiedResidueType,4
Human_EGFR-ModifiedResidue-14,ModifiedResidue,7,hasModifiedResidueType,1,Phosphoserine,ModifiedResidueType,29
Human_EGFR-ModifiedResidue-15,ModifiedResidue,7,hasModifiedResidueType,1,Phosphoserine,ModifiedResidueType,29
Human_EGFR-ModifiedResidue-16,ModifiedResidue,7,hasModifiedResidueType,1,Phosphoserine,ModifiedResidueType,29
Human_EGFR-ModifiedResidue-17,ModifiedResidue,7,hasModifiedResidueType,1,Phosphotyrosine-autocatalysis,ModifiedResidueType,16
Human_EGFR-ModifiedResidue-18,ModifiedResidue,7,hasModifiedResidueType,1,Phosphotyrosine-autocatalysis,ModifiedResidueType,16
Human_EGFR-ModifiedResidue-19,ModifiedResidue,7,hasModifiedResidueType,1,Phosphoserine,ModifiedResidueType,29
Human_EGFR-ModifiedResidue-20,ModifiedResidue,7,hasModifiedResidueType,1,Phosphotyrosine-autocatalysis,ModifiedResidueType,16
Human_EGFR-ModifiedResidue-21,ModifiedResidue,7,hasModifiedResidueType,1,Phosphotyrosine-autocatalysis,ModifiedResidueType,16
Missense,Missense,4228,hasMutantType,77,W,MutantType,163
Missense,Missense,4228,hasMutantType,326,V,MutantType,844
CodingSilent,CodingSilent,1101,hasMutantType,173,L,MutantType,1165
DeletionFrameshift,DeletionFrameshift,225,hasMutantType,225,None,MutantType,2988
CodingSilent,CodingSilent,1101,hasMutantType,72,I,MutantType,606
DeletionFrameshift,DeletionFrameshift,225,hasMutationDescription,225,Deletion - Frameshift,MutationDescription,225
OtherMutation,OtherMutation,406,hasMutationZygosity,20,hom,MutationZygosity,226
DeletionFrameshift,DeletionFrameshift,225,hasMutationZygosity,172,DeletionFrameshift,DeletionFrameshift,225
InsertionInframe,InsertionInframe,435,hasMutationZygosity,80,het,MutationZygosity,1420
DeletionFrameshift,DeletionFrameshift,225,hasMutationZygosity,36,het,MutationZygosity,1420
Missense,Missense,4228,hasPKAEndLocation,5,59,PKAEndLocation,10
Missense,Missense,4228,hasPKAEndLocation,4,182,PKAEndLocation,8
Nonsense,Nonsense,393,hasPKAEndLocation,357,0,PKAEndLocation,11996
Missense,Missense,4228,hasPKAEndLocation,6,204,PKAEndLocation,16
Missense,Missense,4228,hasPKAEndLocation,20,185,PKAEndLocation,42
Missense,Missense,4228,hasPKAEndLocation,7,194,PKAEndLocation,16
Missense,Missense,4228,hasPKAEndLocation,1,275,PKAEndLocation,4
Missense,Missense,4228,hasPKAEndLocation,11,195,PKAEndLocation,28
Missense,Missense,4228,hasPKAEndLocation,2,222,PKAEndLocation,8
DeletionFrameshift,DeletionFrameshift,225,hasPKAEndLocation,225,0,PKAEndLocation,11996
CodingSilent,CodingSilent,1101,hasPKAEndLocation,1,249,PKAEndLocation,2
Missense,Missense,4228,hasPKAEndLocation,15,53,PKAEndLocation,34
Missense,Missense,4228,hasPKAEndLocation,25,188,PKAEndLocation,60
Missense,Missense,4228,hasPKAResidue,28,Q,PKAResidue,460
Nonsense,Nonsense,393,hasPKAResidue,357,Z,PKAResidue,5998
Missense,Missense,4228,hasPKAResidue,51,E,PKAResidue,660
Missense,Missense,4228,hasPKAResidue,50,D,PKAResidue,546
Missense,Missense,4228,hasPKAResidue,9,W,PKAResidue,163
DeletionFrameshift,DeletionFrameshift,225,hasPKAResidue,225,Z,PKAResidue,5998
CodingSilent,CodingSilent,1101,hasPKAResidue,9,E,PKAResidue,660
Missense,Missense,4228,hasPKAResidue,69,F,PKAResidue,566
Missense,Missense,4228,hasPKAStartLocation,5,59,PKAStartLocation,10
Missense,Missense,4228,hasPKAStartLocation,4,182,PKAStartLocation,8
Nonsense,Nonsense,393,hasPKAStartLocation,357,0,PKAStartLocation,11996
Missense,Missense,4228,hasPKAStartLocation,6,204,PKAStartLocation,16
Missense,Missense,4228,hasPKAStartLocation,20,185,PKAStartLocation,42
Missense,Missense,4228,hasPKAStartLocation,7,194,PKAStartLocation,16
Missense,Missense,4228,hasPKAStartLocation,1,275,PKAStartLocation,4
Missense,Missense,4228,hasPKAStartLocation,11,195,PKAStartLocation,28
Missense,Missense,4228,hasPKAStartLocation,2,222,PKAStartLocation,8
DeletionFrameshift,DeletionFrameshift,225,hasPKAStartLocation,225,0,PKAStartLocation,11996
CodingSilent,CodingSilent,1101,hasPKAStartLocation,1,249,PKAStartLocation,2
Missense,Missense,4228,hasPKAStartLocation,15,53,PKAStartLocation,34
Missense,Missense,4228,hasPKAStartLocation,25,188,PKAStartLocation,60
Cancer-haematopoietic_neoplasm_myelofibrosis,Cancer,21,hasPrimaryHistology,2,haematopoietic_neoplasm,PrimaryHistology,40
Cancer-osteosarcoma_NS,Cancer,33,hasPrimaryHistology,3,osteosarcoma,PrimaryHistology,6
Cancer-adenoma_serous,Cancer,10,hasPrimaryHistology,1,adenoma,PrimaryHistology,12
Cancer-carcinoma_oncocytic_adenocarcinoma,Cancer,11,hasPrimaryHistology,1,carcinoma,PrimaryHistology,209
Cancer-malignant_melanoma_vertical_growth_phase,Cancer,19,hasPrimaryHistology,1,malignant_melanoma,PrimaryHistology,27
Cancer-carcinoma_giant_cell_carcinoma,Cancer,12,hasPrimaryHistology,1,carcinoma,PrimaryHistology,209
Cancer-carcinoma_mixed_intestinal_and_diffuse_adenocarcinoma-unclassifiable,Cancer,55,hasPrimaryHistology,5,carcinoma,PrimaryHistology,209
Cancer-mesothelioma_NS,Cancer,19,hasPrimaryHistology,1,mesothelioma,PrimaryHistology,8
Cancer-carcinoma_carcinosarcoma,Cancer,11,hasPrimaryHistology,1,carcinoma,PrimaryHistology,209
Cancer-carcinoma_mixed_papillary_and_follicular_carcinoma,Cancer,10,hasPrimaryHistology,1,carcinoma,PrimaryHistology,209
Cancer-liposarcoma_NS,Cancer,10,hasPrimaryHistology,1,liposarcoma,PrimaryHistology,2
Cancer-germ_cell_tumour_seminoma,Cancer,10,hasPrimaryHistology,1,germ_cell_tumour,PrimaryHistology,8
Cancer-synovial_sarcoma_monophasic,Cancer,10,hasPrimaryHistology,1,synovial_sarcoma,PrimaryHistology,2
Cancer-carcinoma_terminal_respiratory_unit_type_adenocarcinoma,Cancer,14,hasPrimaryHistology,1,carcinoma,PrimaryHistology,209
Cancer-glioma_gliosarcoma,Cancer,11,hasPrimaryHistology,1,glioma,PrimaryHistology,38
Cancer-malignant_melanoma_radial_growth_phase,Cancer,10,hasPrimaryHistology,1,malignant_melanoma,PrimaryHistology,27
Cancer-carcinoma_blastoma,Cancer,10,hasPrimaryHistology,1,carcinoma,PrimaryHistology,209
Cancer-glioma_astrocytoma,Cancer,22,hasPrimaryHistology,2,glioma,PrimaryHistology,38
Cancer-liposarcoma_myxoid-round_cell,Cancer,10,hasPrimaryHistology,1,liposarcoma,PrimaryHistology,2
Cancer-low_malignant_potential_(borderline)_tumour_serous,Cancer,15,hasPrimaryHistology,1,low_malignant_potential_(borderline)_tumour,PrimaryHistology,3
Cancer-other_ameloblastoma,Cancer,12,hasPrimaryHistology,1,other,PrimaryHistology,30
Cancer-other_atypical_Spitzoid_tumour,Cancer,11,hasPrimaryHistology,1,other,PrimaryHistology,30
Cancer-synovial_sarcoma_NS,Cancer,10,hasPrimaryHistology,1,synovial_sarcoma,PrimaryHistology,2
Cancer-germ_cell_tumour_embryonal_carcinoma,Cancer,10,hasPrimaryHistology,1,germ_cell_tumour,PrimaryHistology,8
Cancer-glioma_oligoastrocytoma_Grade_III,Cancer,21,hasPrimaryHistology,2,glioma,PrimaryHistology,38
